Player,Year,Pos,Status,Team From,Team From To,YRS,Value,AAV,GTDAT SIGN,GTDPRACTICAL,YR-1 CAP,YR-1 CASH
Marc Gasol,2011,C,RFA,MEM,MEM,4,"$57,503,764","$14,375,941",$0,$0,$0,$0
Tyson Chandler,2011,C,UFA,DAL,NYK,4,"$55,409,450","$13,852,363",$0,$0,$0,$0
Thaddeus Young,2011,PF,RFA,PHI,PHI,5,"$43,999,998","$8,800,000",$0,$0,$0,$0
DeAndre Jordan,2011,C,RFA,LAC,LAC,4,"$43,039,054","$10,759,764",$0,$0,$0,$0
Arron Afflalo,2011,SG,RFA,DEN,DEN,5,"$36,712,500","$7,342,500",$0,"$36,712,500",$0,$0
Wilson Chandler,2011,SF,RFA,DEN,DEN,5,"$31,720,817","$6,344,163",$0,$0,$0,$0
Marcus Thornton,2011,SG,RFA,SAC,SAC,4,"$31,150,000","$7,787,500",$0,$0,$0,$0
Tayshaun Prince,2011,SF,UFA,DET,DET,4,"$28,000,000","$7,000,000",$0,$0,$0,$0
Glen Davis,2011,PF,UFA,BOS,BOS,4,"$25,700,000","$6,425,000",$0,$0,$0,$0
Rodney Stuckey,2011,PG,RFA,DET,DET,3,"$25,500,000","$8,500,000",$0,$0,$0,$0
Caron Butler,2011,SF,UFA,DAL,LAC,3,"$24,000,000","$8,000,000",$0,$0,$0,$0
Jason Richardson,2011,SG,UFA,ORL,ORL,4,"$24,000,000","$6,000,000",$0,$0,$0,$0
Chuck Hayes,2011,PF,UFA,HOU,SAC,4,"$22,417,500","$5,604,375",$0,$0,$0,$0
David West,2011,PF,UFA,NOH,IND,2,"$20,000,000","$10,000,000",$0,$0,$0,$0
Luc Richard Mbah a Moute,2011,PF,RFA,MIL,MIL,4,"$18,765,152","$4,691,288",$0,$0,$0,$0
Jonas Jerebko,2011,PF,RFA,DET,DET,4,"$18,000,000","$4,500,000",$0,$0,$0,$0
Jose Barea,2011,PG,UFA,DAL,MIN,4,"$18,000,000","$4,500,000",$0,$0,$0,$0
Richard Hamilton,2011,SG,UFA,DET,CHI,2,"$10,000,000","$5,000,000",$0,$0,$0,$0
Shane Battier,2011,SF,UFA,MEM,MIA,3,"$9,405,000","$3,135,000",$0,$0,$0,$0
Vince Carter,2011,SG,UFA,PHX,DAL,3,"$9,270,000","$3,090,000",$0,$0,$0,$0
Corey Brewer,2011,SG,UFA,NYK,DAL,3,"$9,177,000","$3,059,000",$0,$0,$0,$0
Jeff Green,2011,PF,RFA,BOS,BOS,1,"$9,000,000","$9,000,000",$0,$0,$0,$0
Mario Chalmers,2011,PG,RFA,MIA,MIA,2,"$8,000,000","$4,000,000",$0,$0,$0,$0
Mike Dunleavy,2011,SF,UFA,IND,MIL,2,"$7,500,000","$3,750,000",$0,$0,$0,$0
Daequan Cook,2011,SG,RFA,OKC,OKC,2,"$6,500,000","$3,250,000",$0,$0,$0,$0
Grant Hill,2011,SF,UFA,PHX,PHX,1,"$6,500,000","$6,500,000",$0,$0,$0,$0
James Jones,2011,SG,UFA,MIA,MIA,3,"$4,500,000","$1,500,000",$0,"$4,500,000",$0,$0
Dante Cunningham,2011,PF,RFA,CHA,MEM,2,"$4,090,000","$2,045,000",$0,$0,$0,$0
Spencer Hawes,2011,PF,RFA,PHI,PHI,1,"$4,051,023","$4,051,023",$0,$0,$0,$0
Sebastian Telfair,2011,PG,UFA,MIN,PHX,2,"$3,067,500","$1,533,750",$0,$0,$0,$0
Kurt Thomas,2011,PF,UFA,CHI,POR,2,"$2,704,362","$1,352,181",$0,$0,$0,$0
Kenyon Martin,2011,PF,UFA,DEN,LAC,1,"$2,500,000","$2,500,000",$0,$0,$0,$0
Earl Clark,2011,SF,UFA,ORL,ORL,2,"$2,400,000","$1,200,000",$0,$0,$0,$0
Anthony Parker,2011,SG,UFA,CLE,CLE,1,"$2,250,000","$2,250,000",$0,$0,$0,$0
Brandan Wright,2011,PF,UFA,NJN,DAL,2,"$1,908,532","$954,266",$0,$0,$0,$0
Brian Scalabrine,2011,PF,UFA,CHI,CHI,1,"$1,400,000","$1,400,000",$0,$0,$0,$0
Brian Cardinal,2011,PF,UFA,DAL,DAL,1,"$1,400,000","$1,400,000",$0,$0,$0,$0
Juwan Howard,2011,PF,UFA,MIA,MIA,1,"$1,400,000","$1,400,000",$0,$0,$0,$0
Mike Bibby,2011,PG,UFA,MIA,NYK,1,"$1,352,181","$1,352,181",$0,$0,"$854,389","$1,352,181"
Jerry Stackhouse,2011,SF,UFA,ATL,ATL,1,"$1,352,181","$1,352,181",$0,$0,$0,$0
Tony Battie,2011,PF,UFA,PHI,PHI,1,"$1,352,181","$1,352,181",$0,$0,$0,$0
Jason Collins,2011,C,UFA,ATL,ATL,1,"$1,352,181","$1,352,181",$0,$0,$0,$0
Tracy McGrady,2011,SG,UFA,DET,ATL,1,"$1,352,181","$1,352,181",$0,"$1,352,181",$0,$0
Hamed Haddadi,2011,C,RFA,MEM,MEM,1,"$1,300,000","$1,300,000",$0,$0,$0,$0
Jared Jeffries,2011,PF,UFA,NYK,NYK,1,"$1,229,255","$1,229,255",$0,$0,$0,$0
Sasha Pavlovic,2011,SG,UFA,BOS,BOS,1,"$1,223,166","$1,223,166",$0,$0,$0,$0
Ronnie Price,2011,PG,UFA,UTA,PHX,1,"$1,069,509","$1,069,509",$0,$0,$0,$0
Craig Smith,2011,PF,UFA,LAC,POR,1,"$992,680","$992,680",$0,$0,$0,$0
Dominic McGuire,2011,SF,UFA,CHA,GSW,1,"$915,852","$915,852",$0,$0,$0,$0
Josh Davis,2011,PF,UFA,MEM,MEM,1,"$854,389","$854,389",$0,$0,$0,$0
Joel Przybilla,2011,C,UFA,CHA,POR,1,"$655,616","$655,616",$0,$0,$0,$0
DeMarre Carroll,2011,SF,UFA,UTA,DEN,1,"$537,438","$537,438",$0,$0,$0,$0
Yi Jianlian,2011,PF,UFA,WAS,DAL,1,$771,$771,$0,$0,$0,$0
Jeff Foster,2011,C,UFA,IND,IND,1,$3,$3,$0,$0,$0,$0
Troy Murphy,2011,PF,UFA,BOS,LAL,1,$1,$1,$0,$0,$0,$0
Maurice Evans,2011,SG,UFA,WAS,WAS,1,$1,$1,$0,$0,$0,$0
Earl Barron,2011,PF,UFA,GSW,GSW,0,$0,$0,$0,$0,$0,$0
Seth Tarver,2011,SG,UFA,POR,POR,0,$0,$0,$0,$0,$0,$0
Anthony Carter,2011,PG,UFA,NYK,TOR,0,$0,$0,$0,$0,$0,$0
Chris Johnson,2011,PF,RFA,POR,BOS,0,$0,$0,$0,$0,$0,$0
John Lucas III,2011,PG,UFA,CHI,CHI,0,$0,$0,$0,$0,$0,$0
Earl Watson,2011,PG,UFA,UTA,UTA,2,$0,$0,$0,$0,$0,$0
Dwight Buycks,2011,PG,UDFA,Marquette,PHX,0,$0,$0,$0,$0,$0,$0
Cameron Jones,2011,SG,UDFA,Northern Arizona,MIA,0,$0,$0,$0,$0,$0,$0
Deron Williams,2012,PG,UFA,BKN,BKN,5,"$98,772,325","$19,754,465",$0,$0,$0,$0
Roy Hibbert,2012,C,RFA,IND,IND,4,"$58,365,563","$14,591,391",$0,$0,$0,$0
Nicolas Batum,2012,SF,RFA,POR,POR,4,"$46,121,500","$11,530,375",$0,$0,$0,$0
JaVale McGee,2012,C,RFA,DEN,DEN,4,"$44,000,000","$11,000,000",$0,$0,$0,$0
Gerald Wallace,2012,SF,UFA,BKN,BKN,4,"$40,000,030","$10,000,008",$0,"$40,000,030",$0,$0
George Hill,2012,PG,RFA,IND,IND,5,"$40,000,000","$8,000,000",$0,$0,$0,$0
Kevin Garnett,2012,PF,UFA,BOS,BOS,3,"$36,000,000","$12,000,000",$0,$0,$0,$0
Jeff Green,2012,PF,UFA,BOS,BOS,4,"$35,200,000","$8,800,000",$0,$0,$0,$0
Ryan Anderson,2012,PF,RFA,ORL,ORL,4,"$34,000,000","$8,500,000",$0,$0,$0,$0
Tim Duncan,2012,PF,UFA,SAS,SAS,3,"$30,361,446","$10,120,482","$30,361,446","$30,361,446","$9,638,554","$9,638,554"
Jason Thompson,2012,PF,RFA,SAC,SAC,5,"$30,187,500","$6,037,500",$0,$0,$0,$0
Goran Dragic,2012,PG,UFA,HOU,PHX,4,"$30,000,000","$7,500,000",$0,$0,$0,$0
Steve Nash,2012,PG,UFA,PHX,LAL,3,"$27,901,500","$9,300,500",$0,"$27,901,500",$0,$0
Jameer Nelson,2012,PG,UFA,ORL,ORL,3,"$25,200,000","$8,400,000",$0,$0,$0,$0
Jeremy Lin,2012,PG,RFA,NYK,HOU,3,"$25,123,938","$8,374,646",$0,$0,$0,$0
Omer Asik,2012,C,RFA,CHI,HOU,3,"$25,123,938","$8,374,646",$0,$0,$0,$0
Courtney Lee,2012,SG,UFA,HOU,HOU,4,"$21,350,000","$5,337,500",$0,$0,$0,$0
Jamal Crawford,2012,SG,UFA,POR,LAC,4,"$21,350,000","$5,337,500",$0,$0,$0,$0
Brandon Bass,2012,PF,UFA,BOS,BOS,3,"$19,350,000","$6,450,000",$0,$0,$0,$0
Landry Fields,2012,SF,RFA,NYK,TOR,3,"$18,750,000","$6,250,000",$0,$0,$0,$0
Ian Mahinmi,2012,C,UFA,DAL,DAL,4,"$16,000,000","$4,000,000",$0,$0,$0,$0
Louis Williams,2012,SG,UFA,PHI,ATL,3,"$15,675,000","$5,225,000",$0,$0,$0,$0
Jason Terry,2012,SG,UFA,DAL,BOS,3,"$15,675,000","$5,225,000",$0,$0,$0,$0
Raymond Felton,2012,PG,UFA,POR,POR,4,"$14,860,000","$3,715,000",$0,$0,$0,$0
Andre Miller,2012,PG,UFA,DEN,DEN,3,"$14,625,000","$4,875,000",$0,$0,$0,$0
Marcus Camby,2012,C,UFA,HOU,HOU,3,"$13,151,319","$4,383,773",$0,$0,$0,$0
Spencer Hawes,2012,PF,UFA,PHI,PHI,2,"$13,100,000","$6,550,000",$0,"$13,100,000",$0,$0
Danny Green,2012,SG,RFA,SAS,SAS,3,"$11,287,500","$3,762,500",$0,$0,$0,$0
Darrell Arthur,2012,PF,RFA,MEM,MEM,2,"$9,675,000","$4,837,500",$0,$0,$0,$0
Marreese Speights,2012,PF,RFA,MEM,MEM,2,"$8,715,000","$4,357,500",$0,$0,$0,$0
O.J. Mayo,2012,SG,UFA,MEM,DAL,2,"$8,220,900","$4,110,450",$0,$0,$0,$0
Chris Kaman,2012,C,UFA,NOH,DAL,1,"$8,000,000","$8,000,000",$0,$0,$0,$0
Carl Landry,2012,PF,UFA,NOH,GSW,2,"$8,000,000","$4,000,000",$0,$0,$0,$0
Brandon Rush,2012,SG,RFA,GSW,GSW,2,"$8,000,000","$4,000,000",$0,$0,$0,$0
Jordan Hill,2012,C,UFA,LAL,LAL,2,"$7,127,200","$3,563,600",$0,$0,$0,$0
Shannon Brown,2012,PG,UFA,PHX,PHX,2,"$7,000,000","$3,500,000",$0,$0,$0,$0
DeShawn Stevenson,2012,SF,UFA,ATL,ATL,3,"$6,721,350","$2,240,450",$0,$0,$0,$0
Ray Allen,2012,SG,UFA,BOS,MIA,2,"$6,319,050","$3,159,525",$0,$0,$0,$0
Jerryd Bayless,2012,PG,UFA,TOR,MEM,2,"$6,135,000","$3,067,500",$0,"$6,135,000",$0,$0
LaVoy Allen,2012,PF,RFA,PHI,PHI,2,"$6,060,000","$3,030,000",$0,$0,$0,$0
Carlos Delfino,2012,SG,UFA,MIL,HOU,2,"$6,000,000","$3,000,000",$0,$0,$0,$0
Kwame Brown,2012,C,UFA,MIL,PHI,2,"$5,764,945","$2,882,473",$0,$0,$0,$0
Nick Young,2012,SG,UFA,LAC,PHI,1,"$5,600,000","$5,600,000",$0,$0,$0,$0
Greg Stiemsma,2012,C,RFA,BOS,MIN,2,"$5,265,875","$2,632,938",$0,$0,$0,$0
Aaron Gray,2012,C,UFA,TOR,TOR,2,"$5,265,875","$2,632,938",$0,$0,$0,$0
Anthony Randolph,2012,PF,UFA,MIN,DEN,3,"$5,250,000","$1,750,000",$0,$0,$0,$0
Jeremy Evans,2012,SF,RFA,UTA,UTA,3,"$5,250,000","$1,750,000",$0,$0,$0,$0
Aaron Brooks,2012,PG,UFA,SAC,HOU,1,"$5,000,000","$5,000,000",$0,"$2,500,000",$0,$0
Jared Jeffries,2012,PF,UFA,NYK,NYK,3,"$4,624,458","$1,541,486",$0,$0,$0,$0
C.J. Miles,2012,SF,UFA,UTA,CLE,2,"$4,450,000","$2,225,000",$0,$0,$0,$0
Willie Green,2012,SF,UFA,ATL,ATL,3,"$4,222,997","$1,407,666",$0,$0,$0,$0
Grant Hill,2012,SF,UFA,PHX,LAC,2,"$4,002,065","$2,001,033",$0,$0,$0,$0
Chauncey Billups,2012,PG,UFA,LAC,LAC,1,"$4,000,000","$4,000,000",$0,$0,$0,$0
J.J Hickson,2012,PF,RFA,POR,POR,1,"$4,000,000","$4,000,000",$0,$0,$0,$0
D.J. Augustin,2012,PG,UFA,CHA,IND,1,"$3,500,000","$3,500,000",$0,$0,$0,$0
John Lucas III,2012,PG,UFA,CHI,TOR,2,"$3,000,000","$1,500,000",$0,$0,$0,$0
Ishmael Smith,2012,PG,UFA,ORL,ORL,3,"$2,854,389","$951,463",$0,$0,$0,$0
Rashard Lewis,2012,PF,UFA,NOH,MIA,2,"$2,751,688","$1,375,844",$0,$0,$0,$0
Hamed Haddadi,2012,C,UFA,MEM,MEM,2,"$2,697,500","$1,348,750",$0,$0,$0,$0
Randy Foye,2012,SG,UFA,LAC,UTA,1,"$2,500,000","$2,500,000",$0,$0,$0,$0
James Anderson,2012,SG,UFA,SAS,HOU,3,"$2,429,920","$809,973",$0,$0,$0,$0
Ronnie Price,2012,PG,UFA,PHX,POR,2,"$2,412,314","$1,206,157",$0,$0,$0,$0
Patty Mills,2012,PG,UFA,SAS,SAS,2,"$2,219,070","$1,109,535",$0,"$2,219,070",$0,$0
C.J. Watson,2012,PG,UFA,CHI,BKN,2,"$2,099,622","$1,049,811",$0,$0,$0,$0
Marco Belinelli,2012,SG,UFA,NOH,CHI,1,"$1,957,000","$1,957,000",$0,$0,$0,$0
Daniel Orton,2012,C,UFA,ORL,OKC,2,"$1,770,488","$885,244",$0,$0,$0,$0
Martell Webster,2012,SF,UFA,MIN,WAS,1,"$1,750,000","$1,750,000",$0,$0,$0,$0
E'Twaun Moore,2012,SG,UFA,HOU,ORL,2,"$1,646,488","$823,244",$0,$0,$0,$0
DeAndre Liggins,2012,SG,UFA,ORL,OKC,2,"$1,646,488","$823,244",$0,$0,$0,$0
Jodie Meeks,2012,SG,UFA,PHI,LAL,1,"$1,500,000","$1,500,000",$0,$0,$0,$0
Troy Murphy,2012,PF,UFA,LAL,DAL,1,"$1,352,181","$1,352,181",$0,$0,$0,$0
Jason Collins,2012,C,UFA,ATL,BOS,1,"$1,352,181","$1,352,181",$0,$0,$0,$0
Chris Wilcox,2012,PF,UFA,BOS,BOS,1,"$1,352,181","$1,352,181",$0,$0,$0,$0
Jerry Stackhouse,2012,SF,UFA,ATL,BKN,1,"$1,352,181","$1,352,181",$0,$0,$0,$0
Nazr Mohammed,2012,C,UFA,OKC,CHI,1,"$1,352,181","$1,352,181",$0,$0,$0,$0
Vladimir Radmanovic,2012,SF,UFA,ATL,CHI,1,"$1,352,181","$1,352,181",$0,$0,$0,$0
Antawn Jamison,2012,PF,UFA,CLE,LAL,1,"$1,352,181","$1,352,181",$0,$0,$0,$0
Jermaine O'Neal,2012,C,UFA,BOS,PHX,1,"$1,352,181","$1,352,181","$1,352,181","$1,352,181","$854,389","$1,352,181"
Jamaal Magloire,2012,C,UFA,TOR,TOR,1,"$1,352,181","$1,352,181",$0,$0,$0,$0
Eddy Curry,2012,C,UFA,MIA,SAS,1,"$1,352,181","$1,352,181",$0,$0,$0,$0
Anthony Carter,2012,PG,UFA,TOR,DEN,1,"$1,352,181","$1,352,181",$0,$0,$0,$0
Chris Quinn,2012,PG,UFA,UTA,CLE,2,"$1,276,282","$638,141",$0,"$169,340",$0,$0
Dionte Christmas,2012,SG,UFA,PHI,BOS,2,"$1,262,476","$631,238",$0,$0,$0,$0
Josh Howard,2012,SF,UFA,UTA,MIN,1,"$1,229,255","$1,229,255",$0,$0,$0,$0
Keith Bogans,2012,SF,UFA,NJN,BKN,1,"$1,229,255","$1,229,255",$0,$0,$0,$0
Leandro Barbosa,2012,SG,UFA,IND,BOS,1,"$1,229,255","$1,229,255",$0,$0,$0,$0
Matt Barnes,2012,SF,UFA,LAL,LAC,1,"$1,229,255","$1,229,255",$0,$0,$0,$0
Brian Cook,2012,PF,UFA,DEN,WAS,1,"$1,229,255","$1,229,255",$0,$0,$0,$0
Darko Milicic,2012,PF,UFA,MIN,BOS,1,"$1,229,255","$1,229,255",$0,$0,$0,$0
Marquis Daniels,2012,SF,UFA,BOS,MIL,1,"$1,229,255","$1,229,255",$0,$0,$0,$0
Jannero Pargo,2012,PG,UFA,ATL,WAS,1,"$1,229,255","$1,229,255",$0,$0,$0,$0
Delonte West,2012,PG,UFA,DAL,DAL,1,"$1,223,166","$1,223,166",$0,$0,$0,$0
Royal Ivey,2012,PG,UFA,OKC,PHI,1,"$1,223,166","$1,223,166",$0,$0,$0,$0
Damien Wilkins,2012,SG,UFA,DET,PHI,1,"$1,223,166","$1,223,166",$0,"$1,223,166",$0,$0
Solomon Jones,2012,PF,UFA,PHX,NYK,2,"$1,217,915","$608,958",$0,"$31,456",$0,$0
Terrence Williams,2012,SG,UFA,BOS,BOS,2,"$1,197,823","$598,912",$0,$0,$0,$0
Kevin Jones,2012,PF,UFA,CLE,CLE,2,"$1,178,899","$589,450",$0,"$390,027",$0,$0
Nate Robinson,2012,PG,UFA,GSW,CHI,1,"$1,146,337","$1,146,337",$0,$0,$0,$0
Ronny Turiaf,2012,C,UFA,MIA,LAC,1,"$1,146,337","$1,146,337",$0,$0,$0,$0
Andray Blatche,2012,C,UFA,WAS,BKN,1,"$1,146,337","$1,146,337",$0,$0,$0,$0
Derek Fisher,2012,PG,UFA,OKC,DAL,1,"$1,088,340","$1,088,340",$0,$0,$0,$0
Ryan Hollins,2012,C,UFA,CLE,LAC,1,"$1,069,509","$1,069,509",$0,$0,$0,$0
Ronnie Brewer,2012,SF,UFA,CHI,NYK,1,"$1,069,509","$1,069,509",$0,$0,$0,$0
Josh Childress,2012,SF,UFA,PHX,BKN,1,"$1,069,509","$1,069,509",$0,$0,$0,$0
Earl Barron,2012,PF,UFA,GSW,WAS,1,"$1,069,509","$1,069,509",$0,$0,$0,$0
Luke Harangody,2012,PF,RFA,CLE,CLE,1,"$1,054,389","$1,054,389",$0,$0,$0,$0
Devin Ebanks,2012,SF,RFA,LAL,LAL,1,"$1,054,389","$1,054,389",$0,"$1,054,389",$0,$0
Donte Greene,2012,SF,RFA,SAC,MEM,2,"$1,032,811","$516,406",$0,"$5,026",$0,$0
Jarvis Varnado,2012,PF,UFA,MIA,MIA,2,"$1,006,173","$503,087",$0,$0,$0,$0
Ivan Johnson,2012,PF,RFA,ATL,ATL,1,"$962,195","$962,195",$0,$0,$0,$0
Darius Morris,2012,PG,RFA,LAL,LAL,1,"$962,195","$962,195",$0,$0,$0,$0
Cartier Martin,2012,PF,UFA,WAS,WAS,1,"$915,852","$915,852",$0,$0,$0,$0
Adam Morrison,2012,SF,UFA,WAS,POR,1,"$915,852","$915,852",$0,$0,$0,$0
A.J. Price,2012,PG,UFA,IND,WAS,1,"$885,120","$885,120",$0,$0,$0,$0
Blake Ahearn,2012,SG,UFA,UTA,IND,1,"$885,120","$885,120",$0,$0,$0,$0
Sundiata Gaines,2012,PG,UFA,NJN,IND,1,"$885,120","$885,120",$0,$0,$0,$0
Derrick Brown,2012,PG,UFA,CHA,SAS,1,"$885,120","$885,120",$0,$0,"$854,389","$885,120"
Jonny Flynn,2012,PG,UFA,POR,DET,1,"$885,120","$885,120",$0,$0,$0,$0
Ben Uzoh,2012,PG,UFA,TOR,DEN,1,"$854,389","$854,389",$0,$0,$0,$0
Anthony Tolliver,2012,PF,UFA,MIN,ATL,1,"$854,389","$854,389",$0,$0,$0,$0
Armon Johnson,2012,PG,UFA,NJN,ORL,1,"$854,389","$854,389",$0,$0,$0,$0
Othyus Jeffers,2012,PG,UFA,WAS,PHX,1,"$854,389","$854,389",$0,$0,$0,$0
Justin Holiday,2012,SG,UFA,POR,PHI,2,"$836,232","$418,116",$0,"$47,360",$0,$0
Kris Joseph,2012,SF,UFA,BKN,BKN,2,"$805,587","$402,794",$0,"$16,715",$0,$0
Josh Akognon,2012,PG,UFA,DAL,DAL,2,"$802,802","$401,401",$0,"$13,930",$0,$0
Willie Reed,2012,C,UFA,SAC,MEM,2,"$791,658","$395,829",$0,"$2,786",$0,$0
Terrel Harris,2012,SG,UFA,MIA,MIA,1,"$762,195","$762,195",$0,$0,$0,$0
Josh Harrellson,2012,PF,UFA,HOU,MIA,1,"$762,195","$762,195",$0,$0,$0,$0
Mickell Gladness,2012,PF,UFA,GSW,MIA,1,"$762,195","$762,195",$0,$0,$0,$0
Jerome Jordan,2012,C,UFA,HOU,MEM,1,"$762,195","$762,195",$0,$0,$0,$0
Chris Wright,2012,SF,UFA,GSW,TOR,1,"$762,195","$762,195",$0,$0,$0,$0
Walker Russell Jr,2012,PG,UFA,DET,OKC,1,"$762,195","$762,195",$0,$0,$0,$0
Jermaine Taylor,2012,SG,UFA,SAC,MIN,1,"$762,195","$762,195",$0,$0,$0,$0
Daequan Cook,2012,SG,UFA,HOU,CHI,1,"$595,608","$595,608",$0,$0,$0,$0
Chris Douglas-Roberts,2012,SG,UFA,DAL,DAL,1,"$593,678","$593,678",$0,$0,$0,$0
Lazar Hayward,2012,PF,UFA,HOU,MIN,1,"$573,066","$573,066",$0,$0,$0,$0
Garrett Temple,2012,SG,UFA,MIA,WAS,1,"$572,943","$572,943",$0,$0,$0,$0
Shelvin Mack,2012,PG,UFA,WAS,WAS,1,"$511,119","$511,119",$0,$0,$0,$0
Jamar Smith,2012,SG,UFA,BOS,BOS,1,"$473,604","$473,604",$0,$0,$0,$0
James Mays,2012,PF,UFA,BKN,BKN,1,"$473,604","$473,604",$0,$0,$0,$0
Stephen Dennis,2012,SG,UFA,LAC,BKN,1,"$473,604","$473,604",$0,$0,$0,$0
Seth Tarver,2012,SG,UFA,POR,MIN,1,"$473,604","$473,604",$0,$0,$0,$0
Jerel McNeal,2012,PG,UFA,NOH,TOR,1,"$473,604","$473,604",$0,$0,$0,$0
Keyon Dooling,2012,SG,UFA,BOS,MEM,1,"$119,310","$119,310",$0,"$119,310",$0,$0
Chris Andersen,2012,PF,UFA,DEN,MIA,0,"$72,309",$0,$0,$0,$0,$0
Shavlik Randolph,2012,PF,UFA,WAS,BOS,10,"$58,393","$5,839",$0,$0,$0,$0
Dominic McGuire,2012,SF,UFA,IND,IND,10,"$58,392","$5,839",$0,$0,$0,$0
Andrew Goudelock,2012,PG,UFA,LAL,LAL,1,"$17,934","$17,934",$0,"$17,934",$0,$0
Tracy McGrady,2012,SG,UFA,ATL,SAS,1,"$15,908","$15,908",$0,"$15,908",$0,$0
Quentin Richardson,2012,PF,UFA,ORL,NYK,1,"$15,908","$15,908",$0,"$15,908",$0,$0
Mickael Pietrus,2012,SF,UFA,BOS,TOR,0,$0,$0,$0,$0,$0,$0
Mike James,2012,PG,UFA,DAL,DAL,0,$0,$0,$0,$0,$0,$0
Damion James,2012,SG,UFA,ATL,BKN,0,$0,$0,$0,$0,$0,$0
Dan Gadzuric,2012,C,UFA,POR,PHI,0,$0,$0,$0,$0,$0,$0
D.J. Kennedy,2012,SG,UFA,MEM,MEM,0,$0,$0,$0,$0,$0,$0
Xavier Silas,2012,SG,UFA,PHI,PHI,0,$0,$0,$0,$0,$0,$0
Kyrylo Fesenko,2012,C,UFA,IND,CHI,0,$0,$0,$0,$0,$0,$0
Jermey Pargo,2012,PG,UFA,PHI,PHI,1,$0,$0,$0,$0,$0,$0
Dwight Howard,2013,C,UFA,LAL,HOU,4,"$87,591,270","$21,897,818",$0,"$87,591,270",$0,$0
Nikola Pekovic,2013,C,RFA,MIN,MIN,5,"$60,000,000","$12,000,000",$0,"$60,000,000",$0,$0
Josh Smith,2013,SF,UFA,ATL,DET,4,"$56,000,000","$14,000,000",$0,"$56,000,000",$0,$0
Andre Iguodala,2013,SF,UFA,DEN,GSW,4,"$48,000,000","$12,000,000","$48,000,000","$48,000,000","$12,868,632","$12,868,632"
Tyreke Evans,2013,SG,RFA,SAC,NOP,4,"$44,000,004","$11,000,001",$0,"$44,000,004",$0,$0
Jeff Teague,2013,PG,RFA,ATL,ATL,4,"$32,000,000","$8,000,000",$0,"$32,000,000",$0,$0
Jose Calderon,2013,PG,UFA,DET,DAL,4,"$29,000,000","$7,250,000",$0,"$29,000,000",$0,$0
Kevin Martin,2013,SG,UFA,OKC,MIN,4,"$27,805,000","$6,951,250",$0,"$27,805,000",$0,$0
J.J. Redick,2013,SG,UFA,MIL,LAC,4,"$27,755,000","$6,938,750",$0,"$27,755,000",$0,$0
Jarrett Jack,2013,PG,UFA,GSW,CLE,4,"$25,200,000","$6,300,000",$0,"$19,400,000",$0,$0
Monta Ellis,2013,SG,UFA,MIL,DAL,3,"$25,080,000","$8,360,000",$0,"$25,080,000",$0,$0
Brandon Jennings,2013,PG,RFA,MIL,DET,3,"$24,000,000","$8,000,000",$0,"$24,000,000",$0,$0
Kyle Korver,2013,SG,UFA,ATL,ATL,4,"$24,000,000","$6,000,000",$0,"$24,000,000",$0,$0
Tony Allen,2013,SG,UFA,MEM,MEM,4,"$20,000,001","$5,000,000",$0,"$20,000,001",$0,$0
Paul Millsap,2013,PF,UFA,UTA,ATL,2,"$19,000,000","$9,500,000",$0,"$19,000,000",$0,$0
J.J Hickson,2013,PF,UFA,POR,DEN,3,"$16,145,250","$5,381,750",$0,"$16,145,250",$0,$0
Keith Bogans,2013,SF,UFA,BKN,BOS,3,"$15,629,874","$5,209,958",$0,"$5,058,198",$0,$0
Zaza Pachulia,2013,C,UFA,ATL,MIL,3,"$15,600,000","$5,200,000",$0,"$15,600,000",$0,$0
Chase Budinger,2013,SF,RFA,MIN,MIN,3,"$15,000,000","$5,000,000",$0,"$15,000,000",$0,$0
Manu Ginobili,2013,SG,UFA,SAS,SAS,2,"$14,500,000","$7,250,000",$0,"$14,500,000",$0,$0
Corey Brewer,2013,SG,UFA,DEN,MIN,3,"$14,107,500","$4,702,500",$0,"$14,107,500",$0,$0
Marreese Speights,2013,PF,UFA,CLE,GSW,3,"$10,972,500","$3,657,500",$0,"$10,972,500",$0,$0
Matt Barnes,2013,SF,UFA,LAC,LAC,3,"$10,188,750","$3,396,250",$0,$0,$0,$0
Brandan Wright,2013,PF,UFA,DAL,DAL,2,"$10,000,000","$5,000,000",$0,"$10,000,000",$0,$0
Carlos Delfino,2013,SG,UFA,HOU,MIL,3,"$9,750,000","$3,250,000",$0,"$6,500,000",$0,$0
Randy Foye,2013,SG,UFA,UTA,DEN,3,"$9,135,000","$3,045,000",$0,"$6,000,000",$0,$0
Timofey Mozgov,2013,C,RFA,DEN,DEN,2,"$9,050,000","$4,525,000",$0,"$9,050,000",$0,$0
Earl Clark,2013,SF,UFA,LAL,CLE,2,"$9,000,000","$4,500,000",$0,"$4,250,000",$0,$0
Samuel Dalembert,2013,C,UFA,MIL,DAL,2,"$7,568,030","$3,784,015",$0,"$5,500,748",$0,$0
Mike Dunleavy,2013,SF,UFA,MIL,CHI,2,"$6,509,235","$3,254,618",$0,"$6,509,235",$0,$0
Andrei Kirilenko,2013,SF,UFA,MIN,BKN,2,"$6,509,235","$3,254,618",$0,"$6,509,235",$0,$0
Gary Neal,2013,PG,UFA,SAS,MIL,2,"$6,500,000","$3,250,000",$0,"$6,500,000",$0,$0
